midtest,finaltest,attendance,avggrade,percentgrade,counselnum,extralecture,scalarship,scolarregister
25,32,28,3.1,83,1,1,251460,2
26,29,29,3.2,83,1,2,251460,2
23,33,28,3.1,83,2,1,3921000,2
23,31,28,3.1,83,3,1,2034960,2
24,33,27,3.1,83,2,1,2921460,2
23,33,29,3.1,83,3,2,251460,2
23,34,29,3.2,83,2,1,2771460,2
24,30,29,3.1,83,2,1,958960,2
26,28,28,3.1,83,2,2,3921000,2
23,35,26,3.2,83,3,1,251460,2
23,30,29,3.1,83,2,1,501460,2
25,30,29,3.2,83,1,1,3921000,2
24,30,28,3.1,83,1,1,2744460,2
22,29,28,3.1,83,1,2,251460,2
26,28,27,3.1,83,3,3,3921000,2
25,28,28,3.1,83,1,2,2744460,2
22,24,25,3.2,83,1,2,251460,2
22,25,30,3.2,83,1,3,251460,2
25,33,26,3.2,83,1,1,251460,2
24,33,29,3.2,83,1,1,251460,2
26,26,28,3.3,83,1,1,251460,2
25,31,26,3.3,83,1,3,3325000,2
21,31,26,3.2,83,1,1,3325000,2
26,31,28,3.1,83,3,1,3325000,2
26,30,28,3.2,83,1,1,3325000,2
24,31,28,3,83,2,2,3921000,2
23,32,29,3,83,1,2,2971460,2
19,33,30,3.1,83,2,3,251460,2
22,34,28,3.1,83,2,4,1662460,2
24,30,29,3.2,83,2,3,3325000,2
22,33,28,3.2,83,2,4,2916460,2
21,32,30,3.2,83,2,1,3325000,2
23,30,29,3.1,83,2,1,3325000,2
26,31,28,3.1,83,2,2,2871460,2
24,32,28,3.1,83,2,1,2916460,2
26,30,27,3.1,83,2,2,3325000,2
25,30,25,3.1,83,1,1,500000,2
23,31,30,3.1,83,2,2,3325000,2
25,29,30,3.1,83,2,2,3325000,2
24,33,27,3.2,83,4,4,3246460,2
23,33,29,3.1,83,1,1,1882460,2
24,31,29,3,83,1,1,958960,2
23,34,28,3.1,83,0,1,3921000,2
25,33,27,3.1,83,1,1,2771460,2
25,31,29,3,83,1,2,3921000,2
24,31,29,3.1,83,1,2,958960,2
24,32,28,3,83,0,2,958960,2
26,30,28,3.1,83,1,2,251460,2
23,32,29,3.1,83,0,2,2744460,2
25,30,29,3.2,83,1,2,251460,2
24,32,29,3.3,83,1,1,251460,2
23,33,29,3.2,83,1,1,3921000,2
26,32,27,3,83,1,2,2771460,2
23,34,26,3.2,83,1,2,251460,2
24,33,27,3.1,83,1,1,251460,2
23,32,28,3.1,83,1,2,251460,2
26,28,29,3.2,83,1,3,1960460,2
25,30,29,3.2,83,1,1,3921000,2
26,30,28,3.1,83,1,1,3921000,2
24,29,30,3.2,83,1,2,3921000,2
25,32,28,3,83,1,1,2771460,2
24,31,30,3.1,83,1,3,958960,2
23,30,30,3.1,83,1,1,251460,2
23,32,29,3.2,83,1,1,3325000,2
23,31,30,3.2,83,1,1,251460,2
23,32,29,3.2,83,1,1,2871460,2
21,29,30,3.3,83,1,1,0,2
23,32,27,3.1,83,1,1,3325000,2
25,33,27,3.2,83,1,2,251460,2
22,34,29,3.1,83,1,3,2771460,2
24,33,27,3.2,83,1,2,3325000,2
26,33,26,3.1,83,1,3,958960,2
24,31,29,3.2,83,1,5,3325000,2
26,30,28,3.2,83,1,2,251460,2
25,31,28,3.1,83,2,2,3325000,2
24,31,28,3.2,83,5,5,2916460,2
24,32,28,3.3,83,1,4,2916460,2
25,33,28,3.2,83,1,5,2561460,2
25,31,28,3.1,83,2,2,251460,2
25,32,28,3.1,83,2,1,251460,2
24,29,30,3.1,83,1,1,1251460,2
25,30,29,3.1,83,1,1,251460,2
24,35,28,3,83,1,3,3921000,2
24,34,28,3.1,83,1,1,251460,2
24,35,28,3,83,1,1,2771460,2
24,36,27,3.2,83,1,2,2971460,2
23,36,27,3,83,1,2,3921000,2
24,35,28,3,83,1,5,1208960,2
26,31,29,3.2,83,3,2,958960,1
24,31,29,3.1,83,1,2,4188000,1
26,35,25,3.1,83,1,1,958960,1
23,24,25,3,83,2,2,251460,1
24,34,26,3.1,83,1,1,251460,1
24,34,26,3,83,1,1,0,1
23,35,28,3.1,83,1,1,1960460,1
23,28,29,3,83,3,3,3921000,1
23,30,28,3.1,83,1,0,0,1
22,34,28,3.1,83,2,0,0,1
21,28,26,3.2,83,1,0,0,1
22,27,25,3.1,83,2,0,0,1
22,30,29,3.1,83,3,0,0,1
23,30,29,3.1,83,1,0,0,1
24,31,29,3,83,1,0,2080000,1
23,30,28,3.1,83,3,0,2700000,1
26,29,28,3.1,83,1,0,2665000,1
22,29,29,3.2,83,1,0,250000,1
22,33,29,3.1,83,1,0,987500,1
23,33,27,3.1,83,1,0,737500,1
21,32,27,3.1,83,1,0,0,1
21,27,25,3.1,83,0,0,0,1
26,29,28,3.1,83,1,0,0,1
26,28,29,3.1,83,2,0,3427000,1
24,30,30,3.2,83,2,0,0,1
25,30,29,3.1,83,1,0,2087000,1
22,32,29,3.1,83,1,0,0,1
20,33,30,3.2,83,1,0,3261000,1
24,30,29,3.2,83,1,0,2300000,1
25,29,29,3.1,83,1,0,0,1
21,28,25,3.1,83,1,0,0,1
24,33,26,3.1,83,2,0,0,1
23,33,27,3.1,83,0,0,1630500,1
22,33,27,3,83,0,0,0,1
24,30,30,3.2,83,1,0,2665000,1
25,30,28,3.2,83,1,0,2665000,1
24,31,27,3.1,83,0,0,0,1
22,31,27,3.1,83,1,0,0,1
22,25,25,3.1,83,0,0,0,1
25,31,28,3.1,83,0,0,0,1
26,35,25,3.1,83,1,1,958960,1
23,31,27,3.1,83,1,1,2589960,1
25,32,28,3.2,83,1,6,3325000,1
23,35,28,3.1,83,1,1,1960460,1
24,30,28,3.1,83,2,0,3427000,1
23,30,28,3,83,1,0,0,1
24,30,29,3.1,83,1,0,0,1
24,31,27,3.2,83,1,0,0,1
23,33,27,3,83,1,0,4023000,1
23,33,25,3.1,83,2,0,0,1
24,30,29,3,83,0,0,2750000,1
25,32,25,3.7,83,1,0,0,1
21,32,27,3.1,83,1,0,0,1
23,29,24,3.1,83,0,0,0,1
21,32,29,3.2,83,0,0,0,1
23,32,29,3.2,83,0,0,0,1
22,29,24,3,83,4,4,2916000,1
23,32,28,3.2,83,0,5,2531000,1
23,33,29,3.1,83,1,4,251000,1
19,29,27,3.1,83,1,4,2291000,1
16,23,28,3.2,83,2,4,2916000,1
23,31,29,3,83,1,4,2291000,1
23,30,27,3.3,83,2,4,2201000,1
23,23,30,3.1,83,1,5,3181500,1
23,32,28,3.1,83,1,3,251460,1
26,29,28,3.3,83,1,5,858960,1
27,30,29,3.1,83,2,2,251460,1
24,28,29,3.1,83,4,4,251460,1
25,31,29,3.1,83,1,5,2511460,1
24,31,29,3.2,83,2,2,251460,1
21,30,28,3.1,83,2,2,3121000,1
25,30,28,3,83,1,2,2551460,1
21,29,25,3.2,83,1,5,1327460,1
24,30,29,3.2,83,1,2,251460,1
24,28,29,3,82,6,5,251460,2
24,29,29,3,82,2,5,251460,2
22,31,29,3.1,82,2,5,251460,2
24,30,30,3,82,2,5,251460,2
26,30,27,3.1,82,1,1,3325000,2
23,30,29,3.1,82,1,1,251460,2
25,31,26,3.1,82,1,1,251460,2
24,31,28,3.1,82,1,1,958960,2
23,31,29,2.9,82,1,1,2561460,2
24,31,29,3,82,1,1,251460,2
23,30,29,3.1,82,0,2,958960,2
21,25,25,3.1,82,3,2,3325000,2
23,34,29,3,82,2,2,251460,2
23,33,29,3.1,82,2,4,3921000,2
23,33,28,3,82,8,2,3921000,2
25,32,26,2.9,82,2,2,251460,2
23,33,27,2.9,82,2,2,2561460,2
23,32,29,3,82,3,4,251460,2
25,30,29,2.9,82,2,3,251460,2
25,32,28,3.1,82,2,3,3921000,2
23,32,29,3,82,3,2,2771460,2
25,27,29,3,82,1,4,958960,2
22,31,30,3,82,1,1,501460,2
22,31,30,3,82,1,1,251460,2
24,29,28,3,82,6,2,251460,2
22,30,29,3,82,6,3,251460,2
24,32,29,3,82,6,3,3325000,2
23,32,29,3.1,82,1,2,251460,2
25,32,26,3,82,1,1,251460,2
23,31,27,3,82,4,2,3921000,2
23,31,29,3.1,82,2,2,958960,2
22,30,29,3,82,1,1,2744460,2
23,27,28,2.9,82,1,0,251460,2
24,27,28,2.8,82,1,2,251460,2
26,29,28,3.1,82,1,2,2561460,2
23,28,27,3,82,2,3,251460,2
23,34,29,3.1,82,1,1,251460,2
23,34,28,3,82,1,1,251460,2
22,31,29,3,82,1,1,251460,2
26,31,28,3,82,1,1,3921000,2
27,31,26,3,82,1,1,2771460,2
22,26,23,3.1,82,3,2,3325000,2
25,27,29,3.1,82,1,3,2611460,2
26,28,26,3.1,82,1,1,2916460,2
25,30,29,3.2,82,1,2,251460,2
23,31,27,2.8,82,2,1,2561460,2
25,33,25,3,82,1,1,251460,2
22,31,29,2.9,82,2,2,3921000,2
21,32,30,2.9,82,2,3,251460,2
23,34,25,3,82,1,2,251460,2
20,34,29,3,82,3,5,3325000,2
20,33,29,2.9,82,2,3,251460,2
21,33,29,3.1,82,2,6,2561460,2
18,34,27,2.9,82,3,2,3325000,2
21,35,27,3,82,2,5,251460,2
23,30,30,3,82,2,1,3325000,2
23,31,29,3,82,2,1,3325000,2
23,30,28,3.1,82,2,1,251460,2
26,27,28,3,82,2,1,2771460,2
23,34,25,3,82,0,1,3921000,2
23,32,28,2.9,82,1,2,251460,2
25,29,29,3,82,1,2,1960460,2
24,30,28,3.1,82,1,2,958960,2
24,31,29,3,82,1,2,251460,2
24,31,29,3,82,0,2,251460,2
23,33,29,3,82,1,3,251460,2
24,32,28,3.1,82,1,2,3921000,2
22,31,28,3,82,1,2,3325000,2
22,32,27,3,82,2,0,251460,2
22,34,25,3,82,1,2,251460,2
25,32,23,3.1,82,1,1,3325000,2
20,32,28,3.1,82,1,2,2611460,2
23,31,29,3,82,2,2,2561460,2
25,30,27,3.1,82,1,1,251460,2
27,30,26,3,82,0,2,2561460,2
25,31,29,3,82,1,2,251460,2
26,31,28,3.1,82,1,2,551460,2
24,30,30,3.1,82,1,2,3921000,2
23,32,28,3.1,82,1,2,251460,2
24,32,27,3,82,1,2,2916460,2
24,33,26,3.7,82,1,1,251460,2
21,29,30,3.1,82,1,1,551460,2
25,32,25,3,82,1,1,251460,2
25,31,27,3.1,82,1,3,1662460,2
25,33,25,3,82,1,2,2561460,2
24,31,29,3.1,82,2,4,2916460,2
25,29,29,3.1,82,1,4,251460,2
25,31,27,3.1,82,1,1,2561460,2
23,32,27,3.1,82,1,3,2611460,2
25,31,29,3.1,82,2,4,251460,2
24,32,28,3.1,82,2,2,1130460,2
23,31,28,3.1,82,2,2,3325000,2
26,28,28,3.1,82,2,1,251460,2
24,28,28,3.1,82,2,2,3325000,2
25,32,28,3,82,1,3,1960460,2
25,33,28,3,82,1,2,251460,2
24,33,28,3.1,82,1,1,251460,2
25,32,28,3,82,1,4,251460,2
26,33,27,3,82,1,3,251460,2
23,31,27,3.1,82,1,2,3325000,1
24,31,28,3.1,82,2,1,3921000,1
22,31,28,2.9,82,1,2,3325000,1
24,31,27,3,82,1,1,251460,1
26,31,27,2.9,82,4,1,251460,1
24,31,30,2.9,82,1,1,3921000,1
25,28,29,3.1,82,1,1,3921000,1
23,28,30,2.9,82,2,1,251460,1
24,36,26,3,82,1,1,251460,1
26,29,27,3.1,82,1,0,0,1
26,30,27,3.1,82,3,0,0,1
21,34,28,3,82,1,0,0,1
20,31,29,3.1,82,3,0,4023000,1
22,30,30,3,82,2,0,787500,1
26,29,26,3,82,1,0,2080000,1
24,31,26,3.1,82,1,0,1000000,1
25,31,27,3.1,82,1,0,0,1
22,27,25,3,82,1,0,0,1
22,31,29,3,82,2,0,0,1
24,32,24,3,82,0,0,4290000,1
23,27,24,2.9,82,1,0,0,1
25,30,28,3.1,82,2,0,737500,1
25,32,26,2.9,82,1,0,0,1
25,31,27,3,82,1,0,0,1
25,32,26,3.1,82,2,0,0,1
23,30,29,3.1,82,1,0,2650000,1
22,32,29,3.1,82,1,0,1770000,1
22,31,28,3.1,82,2,0,587500,1
25,29,27,3.1,82,1,0,3261000,1
23,31,28,3,82,1,0,0,1
23,33,27,3,82,1,0,0,1
24,33,26,3,82,1,0,879000,1
21,28,25,2.9,82,3,0,3261000,1
23,30,27,3,82,1,0,3261000,1
24,31,26,2.9,82,1,0,2468000,1
23,33,27,3.2,82,1,0,0,1
23,30,30,2.9,82,2,0,900000,1
24,29,28,3.1,82,1,0,0,1
23,30,28,2.9,82,1,0,2846000,1
26,29,27,3,82,2,0,0,1
26,30,27,3,82,2,0,3261000,1
27,30,29,3.1,82,0,0,0,1
27,28,27,3.1,82,0,0,0,1
25,31,27,3,82,0,0,0,1
23,29,29,3.1,82,0,0,0,1
24,29,30,3.1,82,0,0,0,1
24,29,29,3.1,82,0,0,0,1
21,27,25,3.1,82,0,0,0,1
23,31,28,3,82,0,0,0,1
26,30,27,3,82,2,0,0,1
24,31,29,3.1,82,1,3,1960460,1
24,30,27,3,82,2,2,958960,1
26,31,27,2.9,82,4,1,251460,1
25,28,29,3.1,82,1,1,3921000,1
24,36,26,3,82,1,1,251460,1
25,30,27,3.1,82,1,2,251460,1
23,32,28,3,82,1,0,1076000,1
27,31,25,3.1,82,1,0,250000,1
22,31,29,3,82,2,0,0,1
23,30,29,3.1,82,1,0,250000,1
24,30,28,2.9,82,1,0,0,1
23,27,24,2.9,82,1,0,0,1
22,31,30,3.1,82,1,0,2087000,1
25,31,27,3,82,1,0,0,1
22,32,28,3.1,82,1,0,0,1
23,30,29,3.1,82,1,0,1631000,1
23,33,27,3,82,1,0,0,1
24,31,29,3,82,1,0,2468000,1
26,30,27,3,82,2,0,3261000,1
24,30,28,3.1,82,0,0,0,1
20,29,30,3.1,82,2,6,251000,1
15,25,30,3.1,82,2,4,2916000,1
21,27,29,2.9,82,0,5,3019000,1
22,28,29,3,82,2,1,251460,1
24,29,28,3,82,2,5,251460,1
25,31,28,3.1,82,1,2,828960,1
18,29,27,2.9,82,3,2,251460,1
26,28,29,3.1,82,2,2,251460,1
23,30,28,3.1,82,2,2,251460,1
20,32,29,3,82,1,5,3223000,1
25,30,28,2.9,82,1,4,251460,1
24,29,29,2.9,81,2,5,3325000,2
23,29,29,3,81,2,5,251460,2
24,29,30,3,81,3,6,251460,2
24,27,29,3,81,3,5,251460,2
25,28,28,3,81,1,1,551460,2
22,30,29,2.8,81,1,1,1662460,2
23,31,29,2.9,81,3,4,251460,2
23,31,28,3,81,1,0,3325000,2
25,27,29,2.9,81,1,1,958960,2
25,27,30,2.9,81,3,1,3325000,2
25,32,27,3,81,2,4,251460,2
21,34,29,3,81,2,4,251460,2
25,32,26,2.8,81,3,2,251460,2
26,30,28,2.8,81,1,2,251460,2
25,28,29,2.9,81,1,1,3738000,2
22,31,29,3.1,81,1,1,251460,2
23,30,30,3,81,1,1,551460,2
23,30,29,2.9,81,1,5,251460,2
25,31,27,3.1,81,3,2,251460,2
23,31,29,2.9,81,3,2,251460,2
22,31,29,2.9,81,3,2,2771460,2
24,29,28,2.9,81,3,3,251460,2
24,29,29,2.9,81,6,3,251460,2
22,30,30,3,81,1,3,251460,2
23,32,29,2.9,81,6,4,251460,2
23,33,27,2.9,81,1,0,251460,2
25,32,25,2.7,81,1,0,4188000,2
23,28,30,2.9,81,1,1,4188000,2
23,31,28,3.1,81,1,3,251460,2
22,31,30,2.9,81,2,1,1960460,2
21,33,28,3,81,2,1,251460,2
22,31,28,2.9,81,2,1,3921000,2
23,30,27,2.8,81,2,2,251460,2
24,31,27,2.9,81,3,2,3921000,2
25,28,29,2.9,81,2,2,251460,2
24,31,28,3,81,2,1,251460,2
23,32,27,2.9,81,1,2,251460,2
24,32,26,2.9,81,1,1,251460,2
22,30,29,2.9,81,2,1,251460,2
24,29,29,2.9,81,1,1,251460,2
24,26,28,3,81,1,2,501460,2
23,26,29,2.9,81,2,1,2771460,2
24,28,27,2.8,81,1,3,2871460,2
24,29,28,3,81,1,2,958960,2
24,32,28,3,81,1,1,1960460,2
25,28,28,2.9,81,1,1,3921000,2
26,31,28,2.9,81,1,1,251460,2
25,31,27,2.9,81,1,3,958960,2
26,29,28,2.9,81,1,3,251460,2
25,29,26,3.1,81,2,7,251460,2
24,30,29,2.9,81,3,3,3325000,2
25,27,29,2.9,81,1,3,3325000,2
25,30,29,3.1,81,5,9,958960,2
23,28,30,2.8,81,3,2,251460,2
22,33,26,2.8,81,1,2,251460,2
23,30,28,2.9,81,2,1,251460,2
23,33,25,2.8,81,1,2,3921000,2
22,31,28,2.9,81,1,2,3921000,2
22,31,28,2.9,81,2,3,251460,2
19,34,28,3,81,1,3,251460,2
19,31,28,2.9,81,2,3,251460,2
21,33,28,2.9,81,2,6,2916460,2
20,32,29,3,81,0,2,1882460,2
24,31,28,2.9,81,1,1,958960,2
23,31,28,2.9,81,1,2,958960,2
23,33,27,2.9,81,2,2,501460,2
23,33,27,3,81,2,1,1327460,2
23,30,28,3,81,1,3,251460,2
24,30,29,2.9,81,1,2,1208960,2
23,32,29,2.9,81,1,2,2771460,2
23,32,27,2.9,81,0,2,251460,2
24,30,29,2.9,81,1,2,2744460,2
25,31,27,2.9,81,2,2,251460,2
24,30,29,2.9,81,1,2,958960,2
25,31,27,2.9,81,1,3,3921000,2
23,31,29,2.9,81,1,2,3921000,2
24,32,28,2.9,81,1,2,251460,2
25,32,26,2.9,81,1,2,0,2
23,29,28,2.9,81,1,2,3325000,2
23,30,28,2.9,81,1,2,501460,2
21,29,27,2.8,81,1,3,3325000,2
21,32,27,3,81,1,1,251460,2
21,31,28,2.9,81,2,1,3325000,2
21,31,28,2.9,81,1,1,2611460,2
24,26,28,3,81,1,2,1960460,2
26,30,25,2.9,81,1,1,3921000,2
26,29,26,2.9,81,1,2,3071460,2
24,30,29,2.9,81,1,2,3921000,2
22,30,28,3,81,1,1,251460,2
22,32,28,2.9,81,1,2,251460,2
22,29,29,3,81,7,2,2916460,2
21,32,27,3,81,1,2,3325000,2
19,33,27,3.1,81,2,1,1662460,2
22,30,30,3,81,2,1,3325000,2
20,32,29,3,81,1,1,2561460,2
24,28,28,2.9,81,1,1,251460,2
24,32,26,3,81,1,1,251460,2
23,29,29,3,81,1,2,3325000,2
22,30,29,3,81,1,3,251460,2
24,31,29,3.1,81,1,2,3325000,2
23,31,29,3,81,1,2,1662460,2
23,32,28,3,81,1,2,251460,2
24,31,26,2.9,81,1,2,251460,2
21,28,26,2.8,81,1,2,251460,2
22,31,28,2.9,81,2,3,251460,2
24,32,27,2.9,81,2,4,2916460,2
26,30,26,2.9,81,1,1,251460,2
24,31,28,2.9,81,2,5,3325000,2
22,29,24,3.1,81,1,4,958960,2
24,30,27,2.8,81,1,1,1960460,2
24,30,28,2.9,81,1,1,251460,2
23,33,29,2.8,81,1,4,251460,2
23,35,26,2.7,81,1,1,251460,2
22,31,28,3,81,1,1,3325000,1
23,30,29,3,81,1,2,2871460,1
21,24,24,3,81,1,2,251460,1
23,33,25,2.8,81,3,2,0,1
23,30,28,2.9,81,4,2,3921000,1
20,31,29,2.8,81,1,1,251460,1
27,27,27,2.9,81,2,2,3325000,1
28,27,26,2.9,81,1,1,2744460,1
23,32,28,2.9,81,1,2,2417000,1
26,31,25,3,81,0,1,251460,1
25,31,27,3,81,2,1,251460,1
24,30,27,3.1,81,1,0,0,1
21,33,29,2.9,81,1,0,3427000,1
21,32,28,2.8,81,1,0,0,1
20,26,24,2.9,81,1,0,3427000,1
22,30,29,3,81,1,0,0,1
21,31,30,3,81,1,0,0,1
23,28,29,2.9,81,1,0,3427000,1
26,29,27,2.9,81,1,0,4290000,1
25,29,25,3,81,1,0,0,1
23,29,29,2.8,81,1,0,3050000,1
23,28,29,3,81,1,0,0,1
11,18,18,2.9,81,3,0,3261000,1
25,30,27,2.9,81,1,0,0,1
23,30,25,2.9,81,0,0,0,1
25,32,22,3.6,81,2,0,2665000,1
20,30,28,3,81,1,0,0,1
21,31,28,3.1,81,1,0,3046000,1
23,31,28,2.9,81,1,0,2218500,1
26,31,26,3,81,0,0,0,1
21,30,28,2.8,81,2,4,3325000,1
24,31,26,2.9,81,0,0,0,1
26,30,26,3,81,0,0,2687000,1
25,28,27,2.9,81,0,0,0,1
23,30,29,3,81,1,2,2871460,1
25,24,28,2.8,81,1,2,251460,1
25,31,28,2.9,81,1,1,251460,1
24,31,28,2.9,81,1,1,251460,1
25,27,29,3,81,4,1,2668460,1
25,32,27,2.9,81,1,2,251460,1
22,31,28,2.8,81,1,0,2650000,1
21,33,29,2.9,81,1,0,3427000,1
21,32,28,2.8,81,1,0,0,1
23,29,30,2.9,81,1,0,4023000,1
24,26,29,2.9,81,1,0,0,1
25,29,25,3,81,1,0,0,1
26,31,26,3,81,0,0,0,1
16,21,28,2.8,81,4,5,2551000,1
23,29,28,2.9,81,1,8,251000,1
22,30,28,2.9,81,1,5,251000,1
18,29,29,3,81,1,5,1171460,1
25,28,29,2.9,81,1,4,251460,1
27,27,27,2.9,81,1,2,3717000,1
24,26,29,3,81,1,7,501460,1
21,23,25,2.9,81,1,2,1611500,1
20,31,29,2.8,80,4,6,3246460,2
23,27,29,2.9,80,3,5,501460,2
23,29,28,2.8,80,4,5,551460,2
22,29,27,2.8,80,1,0,3325000,2
22,29,28,2.7,80,1,2,251460,2
23,29,29,2.7,80,1,1,501460,2
22,32,28,2.9,80,1,2,501460,2
27,29,27,2.9,80,2,1,2771460,2
23,35,25,2.8,80,2,4,3921000,2
23,31,30,2.8,80,2,7,251460,2
24,30,28,2.8,80,1,5,3921000,2
24,32,26,2.8,80,2,3,3921000,2
22,31,30,2.8,80,3,4,251460,2
23,33,28,2.9,80,2,5,551460,2
22,30,29,2.8,80,1,1,1868460,2
22,30,30,2.8,80,1,1,251460,2
23,30,29,2.9,80,1,4,2921460,2
23,29,29,2.8,80,2,1,251460,2
21,27,29,2.9,80,1,1,251460,2
23,30,29,2.9,80,2,2,958960,2
24,31,28,2.8,80,2,2,2611460,2
23,29,29,2.8,80,1,2,2561460,2
23,30,28,2.8,80,7,5,251460,2
23,32,28,2.9,80,7,3,251460,2
24,33,25,2.7,80,1,1,4188000,2
22,30,29,2.8,80,3,1,251460,2
23,30,29,2.8,80,2,2,251460,2
22,29,29,2.8,80,2,1,2561460,2
23,31,27,2.8,80,2,1,3921000,2
19,27,26,2.9,80,4,2,501460,2
21,31,29,2.8,80,1,1,2771460,2
25,30,26,2.9,80,1,1,3921000,2
24,27,27,2.9,80,1,1,251460,2
24,26,29,2.9,80,1,3,251460,2
24,29,28,2.7,80,1,2,251460,2
24,27,29,2.8,80,1,2,251460,2
25,26,29,2.9,80,1,2,251460,2
21,28,29,2.8,80,1,3,958960,2
24,23,29,2.8,80,1,3,3921000,2
25,31,25,2.8,80,1,1,3921000,2
22,28,28,2.8,80,1,1,3921000,2
26,28,28,2.9,80,2,5,3325000,2
24,30,29,2.9,80,1,4,251460,2
26,27,28,2.9,80,1,1,0,2
26,28,29,3,80,1,1,3325000,2
20,32,29,2.8,80,1,1,958960,2
19,32,28,2.8,80,2,4,958960,2
20,34,26,2.7,80,3,2,251460,2
21,33,27,2.9,80,1,4,3325000,2
21,30,27,2.8,80,1,1,800000,2
22,23,27,2.7,80,2,2,958960,2
20,32,28,2.8,80,0,2,1882460,2
23,32,27,2.9,80,1,1,251460,2
22,30,29,2.8,80,1,2,251460,2
22,29,28,2.8,80,1,3,251460,2
24,30,28,2.8,80,1,2,251460,2
21,31,29,2.7,80,1,2,251460,2
23,33,27,2.7,80,1,2,0,2
24,32,27,2.8,80,0,1,251460,2
22,33,27,2.8,80,1,0,251460,2
21,31,29,2.9,80,1,2,251460,2
20,30,28,2.9,80,2,2,3325000,2
25,29,26,2.9,80,1,1,3371460,2
24,29,27,2.9,80,1,1,251460,2
25,29,27,2.9,80,1,2,501460,2
23,29,27,2.8,80,1,2,2921460,2
24,29,28,2.9,80,1,1,251460,2
22,30,29,2.9,80,2,1,2771460,2
22,30,30,3,80,1,1,1258960,2
21,31,28,2.9,80,2,1,3325000,2
22,28,29,2.8,80,1,2,251460,2
25,31,25,2.7,80,1,2,3325000,2
25,29,27,2.9,80,1,2,251460,2
23,32,27,2.9,80,1,1,251460,2
25,31,24,2.8,80,1,4,251460,2
24,27,28,2.9,80,1,2,1130460,2
26,31,24,2.9,80,3,1,251460,2
24,28,28,3,80,1,3,958960,2
23,29,29,2.8,80,2,2,3325000,2
22,29,28,2.8,80,2,2,251460,2
24,28,29,2.8,80,2,2,251460,2
25,33,28,2.9,80,1,2,2744460,2
25,31,25,2.7,80,1,1,251460,1
24,30,27,2.8,80,1,2,4188000,1
24,33,25,2.7,80,1,1,251460,1
27,27,27,2.9,80,1,1,958960,1
22,28,29,2.9,80,1,1,551460,1
25,30,28,2.8,80,8,2,501460,1
23,30,26,2.7,80,3,0,3427000,1
23,29,30,2.8,80,6,0,2080000,1
21,31,28,2.8,80,3,0,837500,1
24,30,27,2.7,80,1,0,0,1
23,25,24,2.7,80,1,0,0,1
20,31,28,2.8,80,1,0,4023000,1
22,30,28,2.9,80,3,0,1150000,1
23,30,28,2.9,80,2,0,0,1
24,28,28,2.8,80,1,0,2087000,1
21,24,21,2.8,80,2,0,0,1
24,29,28,2.8,80,2,0,0,1
25,30,26,2.9,80,2,0,879000,1
21,31,29,2.8,80,1,0,4023000,1
24,31,25,2.9,80,1,0,0,1
22,30,28,2.7,80,1,0,0,1
21,29,30,2.9,80,2,0,0,1
23,30,28,2.9,80,2,0,2130000,1
23,29,30,2.9,80,2,0,2130000,1
23,31,26,2.8,80,1,0,1076000,1
23,29,29,3,80,2,0,1440000,1
25,26,28,2.9,80,1,0,4023000,1
26,28,27,2.8,80,2,0,4023000,1
24,29,28,2.7,80,1,0,2665000,1
25,31,25,2.8,80,2,0,900000,1
23,32,23,2.8,80,1,0,0,1
23,30,28,2.7,80,1,0,2665000,1
23,28,30,2.8,80,1,0,837500,1
2,0,1,2.9,80,4,0,0,1
25,29,28,2.8,80,1,0,0,1
19,23,25,2.8,80,0,0,0,1
20,26,28,2.9,80,0,0,0,1
23,30,27,2.8,80,0,0,0,1
22,31,26,2.8,80,1,1,251460,1
27,27,27,2.9,80,1,1,958960,1
23,31,27,2.9,80,1,1,251460,1
25,30,28,2.8,80,8,2,501460,1
21,31,28,2.8,80,3,0,837500,1
20,31,28,2.8,80,1,0,4023000,1
21,29,30,2.9,80,2,0,0,1
23,29,30,2.9,80,2,0,2130000,1
23,29,29,3,80,2,0,1440000,1
25,26,28,2.9,80,1,0,4023000,1
21,29,29,2.8,80,1,0,0,1
28,26,27,2.8,80,0,0,0,1
23,32,23,2.8,80,1,0,0,1
23,30,28,2.7,80,1,0,2665000,1
24,29,30,2.8,80,0,0,2300000,1
23,28,30,2.8,80,1,0,837500,1
23,30,26,2.8,80,1,0,3261000,1
22,31,28,2.9,80,0,0,0,1
24,27,28,2.8,80,0,0,0,1
24,32,26,2.9,80,1,4,2531000,1
21,25,29,2.6,80,1,2,2291000,1
18,33,29,2.8,80,1,6,251460,1
28,22,26,2.8,80,1,0,3615000,1
18,33,29,2.8,80,2,4,251460,1
23,25,29,2.9,80,1,3,3121000,1
23,26,30,2.9,80,1,3,251460,1
21,32,30,2.7,80,1,4,251460,1
23,28,29,2.8,79,3,5,251460,2
21,28,29,2.7,79,2,5,251460,2
22,29,29,2.8,79,2,5,251460,2
20,30,29,2.7,79,2,6,958960,2
25,30,26,2.8,79,1,1,3325000,2
23,27,28,2.6,79,1,1,3325000,2
24,25,29,2.8,79,3,2,3325000,2
23,27,30,2.7,79,4,3,251460,2
24,31,27,2.6,79,2,3,251460,2
22,32,27,2.8,79,8,1,1882460,2
22,31,30,2.8,79,3,3,3921000,2
22,28,30,2.7,79,1,1,251460,2
