midtest,finaltest,attendance,avggrade,percentgrade,counselnum,extralecture,scalarship,scolarregister
26,28,29,3.6,87,1,0,0,1
26,34,27,3.6,87,1,0,1076000,1
27,35,26,3.6,87,2,0,0,1
26,34,26,3.5,87,1,0,0,1
25,32,29,3.6,87,1,0,587500,1
25,31,29,3.5,87,1,0,3642000,1
25,33,29,3.6,87,4,0,0,1
24,34,28,3.6,87,1,0,0,1
26,33,28,3.6,87,1,0,587500,1
26,32,29,3.5,87,0,0,0,1
26,33,28,3.6,87,0,0,0,1
25,33,29,3.6,87,0,0,0,1
26,35,29,3.5,87,1,7,251000,1
26,32,29,3.5,87,0,6,2251000,1
23,31,30,3.5,87,2,4,251000,1
23,31,29,3.5,87,1,5,2571000,1
25,33,29,3.4,87,2,6,2916000,1
22,31,27,3.4,87,2,5,2531000,1
25,34,29,3.4,87,0,11,251000,1
26,35,28,3.4,87,1,7,3512000,1
27,34,29,3.5,87,0,3,3512000,1
25,33,30,3.6,87,1,3,3512000,1
24,32,30,3.5,87,3,4,251000,1
24,32,30,3.4,87,1,4,251000,1
22,33,30,3.5,87,1,3,2338040,1
24,32,29,3.4,87,2,4,1171460,1
25,31,29,3.5,87,1,5,251460,1
27,30,30,3.6,87,1,5,251460,1
26,28,29,3.6,87,1,4,3432000,1
22,30,29,3.4,87,3,7,3019000,1
25,30,30,3.6,87,1,3,251460,1
25,36,28,3.4,87,2,2,3615000,1
25,35,30,3.6,87,1,4,858960,1
27,34,27,3.4,87,1,5,3019000,1
24,34,29,3.4,87,1,2,251460,1
27,33,28,3.5,87,3,3,251460,1
28,32,29,3.5,87,1,4,251460,1
27,37,29,3.4,87,2,2,3121000,1
21,34,29,3.6,87,3,2,3984000,1
25,32,30,3.5,87,1,2,2901460,1
26,30,30,3.4,87,4,1,2741460,1
26,30,30,3.5,87,3,3,251460,1
25,34,29,3.6,87,3,2,3717000,1
25,33,29,3.5,87,1,2,251460,1
25,33,30,3.5,87,3,2,251460,1
24,34,29,3.4,87,1,2,2601460,1
27,31,30,3.5,87,3,3,1131460,1
24,34,29,3.6,87,2,2,251460,1
26,32,29,3.5,87,1,2,3717000,1
26,36,28,3.6,87,1,2,2881460,1
24,31,29,3.5,87,2,2,251460,1
23,33,27,3.5,87,1,2,251460,1
24,34,28,3.3,86,4,5,251460,2
23,34,30,3.5,86,4,5,3325000,2
26,31,30,3.4,86,3,5,251460,2
24,33,29,3.5,86,3,6,3325000,2
26,29,29,3.4,86,1,1,2287460,2
24,33,29,3.5,86,1,1,2871460,2
24,31,29,3.5,86,1,1,251460,2
25,31,29,3.5,86,1,2,958960,2
27,31,30,3.5,86,3,3,2561460,2
26,30,29,3.4,86,1,0,1325000,2
27,31,29,3.4,86,1,1,2916460,2
25,34,29,3.4,86,1,3,251460,2
24,34,28,3.5,86,2,4,2771460,2
24,35,29,3.5,86,1,3,251460,2
24,33,30,3.5,86,1,4,2771460,2
27,32,28,3.4,86,3,0,3325000,2
25,34,30,3.5,86,8,4,501460,2
25,32,29,3.3,86,6,3,3325000,2
25,34,29,3.5,86,5,3,2611460,2
25,33,29,3.5,86,5,3,2916460,2
25,32,28,3.3,86,5,2,2771460,2
25,34,29,3.5,86,6,2,251460,2
25,33,29,3.4,86,1,2,2561460,2
26,33,28,3.4,86,1,2,4188000,2
23,35,28,3.3,86,2,1,251460,2
24,34,28,3.3,86,2,1,2771460,2
23,34,29,3.3,86,3,4,3921000,2
25,32,29,3.6,86,2,1,251460,2
26,31,29,3.4,86,2,2,3921000,2
26,33,28,3.4,86,1,1,251460,2
25,31,30,3.4,86,1,1,251460,2
27,30,28,3.4,86,2,3,3921000,2
26,31,29,3.4,86,2,4,2771460,2
26,31,27,3.3,86,1,4,251460,2
26,30,29,3.5,86,1,2,3921000,2
24,32,29,3.5,86,1,3,3921000,2
25,31,29,3.5,86,1,3,1960460,2
26,33,28,3.3,86,1,1,251460,2
27,29,29,3.4,86,1,2,3921000,2
28,33,28,3.5,86,1,2,2771460,2
26,29,26,3.5,86,2,2,2611460,2
26,32,27,3.5,86,1,3,251460,2
26,32,28,3.6,86,1,1,2150460,2
24,32,29,3.3,86,1,2,3921000,2
26,33,27,3.3,86,1,1,251460,2
24,35,28,3.3,86,1,1,251460,2
25,32,29,3.4,86,3,4,3325000,2
24,34,29,3.4,86,3,2,251460,2
22,33,29,3.4,86,3,4,3325000,2
24,34,28,3.4,86,2,4,251460,2
23,30,28,3.4,86,2,4,251460,2
25,31,29,3.4,86,2,1,3325000,2
26,33,28,3.3,86,2,1,1662460,2
26,30,28,3.4,86,2,1,251460,2
25,32,26,3.4,86,2,1,251460,2
27,32,29,3.3,86,2,3,251460,2
25,32,29,3.4,86,2,2,2916460,2
27,31,29,3.3,86,2,1,251460,2
24,35,26,3.4,86,0,2,2589960,2
25,34,29,3.4,86,1,2,251460,2
24,34,29,3.4,86,1,2,3921000,2
24,35,29,3.4,86,1,0,3921000,2
25,33,29,3.5,86,1,1,2921460,2
24,33,30,3.3,86,1,2,251460,2
25,30,30,3.5,86,0,3,3921000,2
24,34,29,3.4,86,1,3,3921000,2
24,33,29,3.4,86,1,4,3921000,2
25,33,30,3.3,86,1,2,251460,2
25,32,28,3.3,86,1,1,3921000,2
25,33,29,3.4,86,1,2,251460,2
27,34,27,3.4,86,1,2,3921000,2
25,33,28,3.5,86,1,3,251460,2
23,33,28,3.4,86,2,3,2561460,2
24,34,29,3.5,86,1,3,3325000,2
26,33,28,3.6,86,1,2,501460,2
26,34,26,3.6,86,1,1,3921000,2
26,30,30,3.4,86,1,1,2771460,2
26,32,28,3.5,86,1,1,3921000,2
26,31,29,3.5,86,1,2,3921000,2
26,32,28,3.5,86,1,2,251460,2
25,34,29,3.3,86,1,1,251460,2
25,32,30,3.3,86,1,1,251460,2
25,33,30,3.3,86,1,1,501460,2
27,32,29,3.3,86,1,1,2771460,2
25,33,30,3.3,86,1,1,1208960,2
23,34,30,3.6,86,2,1,2871460,2
24,34,30,3.5,86,1,3,3325000,2
24,34,29,3.5,86,1,3,251460,2
26,32,30,3.5,86,1,1,1662460,2
23,34,30,3.4,86,1,2,251460,2
27,34,27,3.4,86,1,3,2916460,2
26,35,27,3.4,86,1,2,2916460,2
26,33,27,3.5,86,1,2,2771460,2
27,33,28,3.4,86,1,0,2561460,2
26,34,27,3.4,86,1,4,251460,2
26,34,28,3.5,86,1,6,1662460,2
26,33,29,3.6,86,1,2,251460,2
25,33,30,3.5,86,1,3,3325000,2
25,33,30,3.5,86,1,3,501460,2
26,32,28,3.5,86,1,4,3325000,2
25,33,27,3.5,86,1,4,251460,2
25,35,29,3.4,86,1,3,2771460,2
25,32,28,3.5,86,2,2,501460,2
27,32,28,3.3,86,2,2,251460,2
25,30,30,3.3,86,1,1,958960,2
25,32,30,3.4,86,1,1,251460,2
23,34,29,3.5,86,1,1,251460,2
26,31,29,3.5,86,2,1,251460,2
26,35,28,3.4,86,1,4,251460,2
27,33,28,3.5,86,4,1,251460,1
26,35,26,3.3,86,1,1,0,1
27,28,26,3.4,86,2,1,251460,1
27,33,27,3.5,86,1,1,2771460,1
24,34,28,3.4,86,1,1,2971460,1
28,30,27,3.5,86,1,1,3921000,1
25,34,28,3.5,86,2,3,551460,1
25,33,29,3.5,86,1,0,2650000,1
21,28,26,3.4,86,2,0,4023000,1
25,33,28,3.6,86,3,0,1076000,1
24,34,29,3.4,86,2,0,879000,1
25,33,29,3.4,86,2,0,1440000,1
27,32,29,3.4,86,1,0,1076000,1
27,30,29,3.4,86,1,0,4023000,1
25,33,29,3.4,86,1,0,4023000,1
23,33,29,3.5,86,1,0,637500,1
25,32,30,3.6,86,1,0,0,1
25,32,29,3.5,86,1,0,4023000,1
26,33,27,3.4,86,1,0,4023000,1
24,32,29,3.4,86,2,0,1100000,1
26,32,27,3.5,86,1,0,0,1
24,31,30,3.4,86,1,0,4023000,1
24,33,28,3.4,86,1,0,0,1
23,33,29,3.4,86,2,0,4023000,1
27,32,29,3.4,86,1,0,0,1
24,31,29,3.3,86,1,0,0,1
25,31,29,3.5,86,0,0,0,1
27,31,29,3.4,86,1,0,3261000,1
25,28,29,3.4,86,1,0,200000,1
25,33,28,3.4,86,1,0,3261000,1
25,34,28,3.5,86,0,0,0,1
25,33,28,3.4,86,0,0,0,1
25,32,29,3.5,86,0,0,0,1
26,32,27,3.3,86,2,2,251460,1
26,35,26,3.3,86,1,1,0,1
27,28,26,3.4,86,2,1,251460,1
23,34,28,3.3,86,1,2,958960,1
24,34,28,3.4,86,1,1,2971460,1
25,34,28,3.4,86,1,1,501460,1
27,33,26,3.4,86,2,0,1440000,1
26,32,28,3.4,86,1,0,2351000,1
27,36,24,3.4,86,1,0,1150000,1
23,35,28,3.4,86,1,0,0,1
26,32,29,3.3,86,1,0,0,1
27,30,30,3.5,86,1,0,2468000,1
27,30,29,3.4,86,1,0,4023000,1
24,32,29,3.5,86,1,0,637500,1
24,32,28,3.3,86,2,0,637500,1
26,31,29,3.3,86,1,0,0,1
24,33,28,3.4,86,1,0,0,1
23,33,29,3.4,86,2,0,4023000,1
27,30,28,3.5,86,1,0,0,1
25,33,29,3.3,86,1,0,0,1
25,32,29,3.4,86,0,0,0,1
25,27,30,3.4,86,1,6,251000,1
24,34,30,3.4,86,2,4,2611000,1
26,33,30,3.4,86,1,4,251000,1
24,28,30,3.4,86,1,5,251000,1
24,33,29,3.3,86,1,7,551000,1
20,30,28,3.4,86,1,6,251000,1
23,35,29,3.4,86,1,8,2916000,1
24,35,27,3.2,86,2,4,251000,1
23,35,29,3.5,86,3,7,251460,1
28,30,29,3.5,86,1,5,251460,1
27,32,29,3.3,86,1,2,3534000,1
26,35,29,3.4,86,2,2,2411460,1
26,35,29,3.3,86,3,3,2821460,1
27,32,29,3.3,86,1,2,251460,1
25,31,30,3.3,86,2,2,828960,1
25,34,28,3.3,86,1,4,3717000,1
23,28,29,3.3,86,0,1,251460,1
27,30,30,3.2,86,2,2,251460,1
25,29,29,3.4,86,2,2,251460,1
23,31,29,3.3,86,1,4,3819000,1
24,33,29,3.4,86,3,2,251460,1
25,32,30,3.4,86,1,3,251460,1
26,30,30,3.5,86,1,2,251460,1
26,31,29,3.4,86,1,3,3223000,1
24,33,29,3.4,85,2,5,3325000,2
24,31,29,3.3,85,2,5,3325000,2
25,33,28,3.3,85,1,1,3325000,2
24,33,28,3.3,85,1,1,2771460,2
23,34,28,3.3,85,1,1,2871460,2
25,32,29,3.4,85,1,2,251460,2
25,32,29,3.3,85,2,1,251460,2
24,32,30,3.2,85,6,4,958960,2
26,33,25,3.3,85,0,1,3325000,2
26,31,29,3.3,85,1,1,2771460,2
24,26,24,3.3,85,4,1,251460,2
27,30,28,3.4,85,1,3,3325000,2
25,33,29,3.3,85,2,3,251460,2
25,32,30,3.3,85,3,3,251460,2
25,33,29,3.3,85,3,3,1960460,2
25,31,29,3.3,85,1,1,3738000,2
24,32,30,3.3,85,1,4,251460,2
26,32,28,3.4,85,3,2,551460,2
21,33,29,3.3,85,1,2,2561460,2
23,34,30,3.4,85,6,4,1521460,2
26,31,28,3.2,85,1,1,2093460,2
24,32,29,3.4,85,2,2,251460,2
24,33,29,3.4,85,2,1,3921000,2
24,33,30,3.3,85,2,2,251460,2
23,33,29,3.2,85,2,1,2771460,2
23,33,29,3.4,85,1,3,3921000,2
25,32,29,3.2,85,1,2,501460,2
23,31,29,3.3,85,1,4,2871460,2
25,30,29,3.3,85,1,1,251460,2
26,29,27,3.2,85,1,4,251460,2
26,29,28,3.4,85,1,1,2561460,2
25,34,28,3.3,85,1,1,251460,2
22,33,28,3.3,85,1,1,251460,2
25,34,27,3.3,85,1,1,2921460,2
26,32,29,3.3,85,1,2,251460,2
22,29,23,3.3,85,2,0,251460,2
25,32,28,3.4,85,1,1,251460,2
27,30,28,3.3,85,1,1,251460,2
27,30,26,3.4,85,1,0,3921000,2
27,32,29,3.3,85,1,1,251460,2
27,32,26,3.3,85,1,4,251460,2
23,28,26,3.4,85,1,2,251460,2
26,31,28,3.4,85,1,3,1662460,2
25,32,28,3.2,85,1,1,251460,2
23,35,28,3.3,85,1,3,2771460,2
23,33,28,3.4,85,2,3,3325000,2
23,34,27,3.3,85,3,3,251460,2
22,35,28,3.3,85,1,2,251460,2
21,35,29,3.3,85,2,4,251460,2
24,34,28,3.4,85,1,2,501460,2
24,33,28,3.3,85,2,4,251460,2
23,31,29,3.4,85,1,0,251460,2
24,35,29,3.3,85,2,4,251460,2
22,34,29,3.3,85,2,4,3325000,2
24,27,25,3.4,85,2,4,0,2
26,33,27,3.3,85,1,1,3921000,2
23,36,28,3.4,85,1,2,251460,2
24,33,29,3.4,85,1,1,3921000,2
25,33,29,3.4,85,1,1,3021460,2
25,34,28,3.4,85,1,3,3921000,2
24,32,21,3.4,85,2,2,2668460,2
27,32,28,3.4,85,1,3,2771460,2
25,32,29,3.4,85,1,2,251460,2
25,33,29,3.3,85,1,2,1960460,2
24,31,29,3.3,85,1,2,3921000,2
25,33,29,3.4,85,1,2,3921000,2
26,32,29,3.3,85,1,2,251460,2
25,34,27,3.3,85,2,2,3921000,2
26,34,28,3.2,85,1,2,251460,2
25,32,28,3.3,85,1,4,251460,2
20,31,24,3.3,85,2,1,2771460,2
23,32,28,3.3,85,1,1,551460,2
25,32,28,3.4,85,1,2,3325000,2
21,35,28,3.3,85,1,2,2916460,2
26,30,29,3.4,85,1,2,2771460,2
26,31,29,3.5,85,1,1,2561460,2
26,31,29,3.4,85,1,2,251460,2
25,32,29,3.4,85,1,3,2561460,2
26,33,27,3.3,85,7,2,251460,2
24,33,29,3.2,85,1,2,501460,2
25,31,30,3.4,85,1,1,2771460,2
23,33,30,3.4,85,1,2,3325000,2
23,32,27,3.4,85,1,1,3325000,2
22,30,25,3.4,85,1,1,1662460,2
27,37,30,3.5,85,1,1,3325000,2
23,32,30,3.4,85,2,2,3325000,2
23,33,29,3.4,85,1,2,2916460,2
23,33,29,3.4,85,2,1,1662460,2
22,31,30,3.4,85,1,1,3325000,2
23,32,29,3.4,85,1,1,251460,2
24,31,29,3.4,85,1,3,3325000,2
23,34,28,3.3,85,1,2,251460,2
26,32,28,3.3,85,1,2,251460,2
25,34,27,3.3,85,3,2,2561460,2
25,32,28,3.3,85,1,2,251460,2
26,30,29,3.3,85,4,4,251460,2
26,32,27,3.4,85,1,2,2871460,2
26,32,29,3.3,85,1,2,251460,2
25,33,27,3.4,85,2,3,3325000,2
25,33,28,3.4,85,1,2,2561460,2
25,34,27,3.4,85,2,3,3325000,2
25,33,27,3.4,85,2,3,2916460,2
25,31,29,3.2,85,1,1,251460,2
24,31,30,3.4,85,1,1,251460,2
23,34,28,3.2,85,1,1,251460,2
24,36,28,3.1,85,1,2,3921000,2
22,26,24,3.3,85,1,2,251460,1
23,28,25,3.3,85,8,3,251460,1
24,34,27,3.3,85,1,1,958960,1
26,30,26,3.3,85,1,1,251460,1
27,33,25,3.2,85,2,2,3842460,1
26,32,29,3.3,85,1,1,958960,1
26,32,26,3.3,85,2,2,251460,1
24,32,29,3.4,85,1,1,251460,1
26,32,29,3.4,85,2,3,3325000,1
25,35,28,3.3,85,1,4,3921000,1
23,36,28,3.2,85,2,2,2861460,1
24,31,30,3.2,85,1,3,0,1
25,31,29,3.2,85,1,1,3921000,1
25,30,29,3.3,85,3,0,2080000,1
26,30,27,3.4,85,2,0,787500,1
25,33,27,3.4,85,2,0,3427000,1
25,31,28,3.3,85,1,0,2468000,1
24,31,28,3.3,85,1,0,0,1
25,31,29,3.3,85,1,0,0,1
25,31,29,3.3,85,1,0,3528000,1
25,33,29,3.4,85,1,0,0,1
24,31,29,3.4,85,1,0,0,1
23,31,29,3.2,85,0,0,0,1
24,30,29,3.3,85,2,0,2665000,1
26,30,29,3.4,85,1,0,3427000,1
25,32,27,3.5,85,1,0,4023000,1
24,33,27,3.3,85,2,0,0,1
24,34,28,3.4,85,1,0,0,1
23,28,26,3.3,85,1,0,0,1
25,35,26,3.3,85,2,0,0,1
25,30,28,3.4,85,1,0,2300000,1
27,31,27,3.3,85,2,0,0,1
26,33,26,3.3,85,1,0,0,1
25,30,29,3.4,85,2,0,2468000,1
25,31,30,3.3,85,0,0,0,1
26,32,28,3.3,85,1,0,3005500,1
26,33,27,3.4,85,0,0,0,1
25,32,27,3.3,85,0,0,0,1
9,10,13,3.4,85,0,0,0,1
23,33,29,3.3,85,0,0,0,1
25,32,29,3.3,85,0,0,0,1
27,32,30,3.3,85,0,0,0,1
23,31,29,3.4,85,1,5,251460,1
22,26,24,3.3,85,1,2,251460,1
25,34,28,3.3,85,1,2,251460,1
24,32,29,3.4,85,1,1,251460,1
25,33,28,3.3,85,1,4,251460,1
27,32,28,3.2,85,1,2,251460,1
24,31,30,3.2,85,1,3,0,1
26,30,28,3.3,85,1,0,3427000,1
26,33,28,3.2,85,1,0,0,1
24,30,29,3.3,85,2,0,2665000,1
23,28,26,3.3,85,1,0,0,1
25,30,28,3.4,85,1,0,2300000,1
25,32,29,3.3,85,0,0,0,1
27,32,26,3.4,85,1,0,0,1
24,32,29,3.1,85,1,4,251000,1
23,27,30,3.4,85,1,5,251000,1
21,24,30,3.3,85,4,5,2611000,1
23,34,30,3.3,85,1,5,251000,1
24,32,28,3.3,85,0,6,2571000,1
24,30,29,3.1,85,1,3,2251000,1
25,29,29,3.4,85,1,4,3432000,1
26,27,30,3.4,85,1,5,251460,1
25,32,28,3.4,85,2,5,251460,1
25,32,29,3.3,85,1,5,251460,1
27,28,29,3.2,85,1,5,251460,1
22,35,29,3.3,85,3,6,2461460,1
27,31,28,3.3,85,3,2,251460,1
26,26,28,3.3,85,1,3,251460,1
27,30,29,3.3,85,0,3,2411460,1
27,27,30,3.4,85,2,2,251460,1
24,34,29,3.2,85,2,2,3717000,1
25,33,29,3.4,85,1,1,3717000,1
24,33,30,3.2,85,0,2,1131460,1
23,32,30,3.3,85,1,5,3636000,1
21,26,28,3.3,85,2,2,2862460,1
23,30,30,3.4,85,1,3,251460,1
22,28,29,3.4,84,2,5,251460,2
25,30,29,3.2,84,2,5,251460,2
24,31,29,3.2,84,4,5,251460,2
24,28,28,3,84,2,5,3325000,2
24,30,30,3.2,84,3,5,251460,2
24,31,30,3.3,84,3,5,3325000,2
25,31,28,3.2,84,3,5,251460,2
25,31,28,3.2,84,1,1,2771460,2
25,31,28,3.4,84,1,1,2771460,2
24,32,29,3.2,84,1,1,251460,2
24,30,30,3.3,84,3,2,2916460,2
23,31,30,3.3,84,1,2,251460,2
25,31,29,3.3,84,3,3,3325000,2
25,29,30,3.2,84,0,1,2771460,2
26,29,29,3.2,84,1,1,3325000,2
26,30,29,3.3,84,3,3,251460,2
26,30,29,3.3,84,1,1,3325000,2
26,31,26,3.3,84,1,1,958960,2
25,34,27,3.3,84,2,2,551460,2
24,35,27,3.2,84,2,3,251460,2
26,32,28,3.3,84,2,2,251460,2
25,32,30,3.3,84,3,2,501460,2
24,33,30,3.2,84,3,7,3121460,2
25,32,29,3.2,84,3,2,251460,2
23,32,29,3.2,84,1,2,251460,2
24,30,30,3.2,84,1,1,251460,2
24,32,30,3.3,84,1,2,958960,2
24,33,26,3.2,84,3,2,3325000,2
25,33,26,3.3,84,4,1,1130460,2
24,32,28,3.3,84,4,2,2916460,2
24,32,29,3.3,84,3,2,251460,2
26,32,28,3.2,84,1,3,3779460,2
24,34,25,3.2,84,3,1,3921000,2
22,33,29,3.2,84,2,2,2871460,2
23,33,29,3.2,84,1,1,2561460,2
25,32,27,3.2,84,3,1,3921000,2
23,31,30,3.3,84,3,4,251460,2
25,33,27,3.2,84,2,2,3921000,2
24,33,28,3.1,84,2,1,251460,2
22,32,28,3.1,84,1,1,251460,2
23,31,30,3.2,84,1,1,2744460,2
23,32,29,3.2,84,1,0,3512460,2
25,32,28,3.2,84,1,1,251460,2
25,27,29,3.2,84,1,4,251460,2
25,30,29,3.3,84,1,2,251460,2
23,32,29,3.3,84,1,2,251460,2
23,34,27,3.3,84,2,3,2561460,2
25,29,27,3.2,84,1,1,1960460,2
25,33,25,3.2,84,1,1,251460,2
25,30,27,3.2,84,1,1,958960,2
25,31,26,3.2,84,1,2,3071460,2
26,30,25,3.3,84,1,1,3325000,2
26,31,29,3.3,84,2,2,251460,2
26,30,29,3.2,84,1,2,251460,2
25,32,28,3.1,84,2,2,251460,2
22,33,29,3.1,84,2,2,251460,2
22,33,29,3.1,84,1,2,251460,2
25,32,27,3.1,84,2,1,3921000,2
23,38,24,3.2,84,1,3,3921000,2
25,34,25,3.2,84,1,4,3921000,2
22,32,29,3.2,84,2,2,251460,2
22,32,28,3.3,84,2,3,3325000,2
22,34,29,3.2,84,5,3,251460,2
23,35,27,3.1,84,2,4,251460,2
21,34,29,3.1,84,2,3,251460,2
21,33,29,3.1,84,2,3,2916460,2
21,34,27,3.2,84,2,3,3325000,2
24,31,29,3.2,84,2,1,251460,2
23,32,29,3.2,84,2,3,2611460,2
24,31,29,3.2,84,2,1,2871460,2
24,33,28,3.2,84,2,1,251460,2
24,30,29,3.2,84,2,3,501460,2
24,29,29,3.2,84,2,1,251460,2
25,31,28,3.2,84,2,1,3325000,2
26,35,24,3.3,84,0,2,2771460,2
23,32,29,3.2,84,0,2,251460,2
25,31,30,3.2,84,1,2,2668460,2
23,33,30,3.2,84,1,2,251460,2
25,32,29,3.3,84,1,2,3921000,2
23,32,29,3.2,84,1,2,251460,2
24,32,28,3.2,84,1,2,251460,2
26,30,30,3.3,84,1,2,251460,2
24,33,28,3.1,84,1,2,251460,2
25,32,29,3.3,84,1,2,251460,2
24,33,28,3.3,84,1,2,251460,2
25,33,27,3.2,84,1,2,251460,2
25,34,28,3.3,84,1,2,1327460,2
24,34,28,3.2,84,1,2,2771460,2
26,33,26,3.1,84,0,2,1960460,2
21,28,26,3.2,84,1,2,3325000,2
24,33,27,3.2,84,1,1,251460,2
23,32,28,3.1,84,1,2,2771460,2
23,33,28,3.3,84,1,2,251460,2
26,30,28,3.2,84,3,1,251460,2
27,31,27,3.3,84,1,1,3921000,2
26,31,27,3.2,84,1,2,251460,2
26,30,28,3.2,84,0,1,251460,2
27,30,27,3.2,84,1,3,1327460,2
26,30,29,3.2,84,1,2,958960,2
25,30,29,3.3,84,0,2,251460,2
26,30,29,3.3,84,1,2,3921000,2
24,35,28,3.1,84,1,1,2561460,2
25,31,30,3.2,84,1,4,251460,2
25,32,30,3.3,84,1,6,251460,2
26,32,26,3.3,84,1,2,251460,2
25,32,29,3.1,84,1,3,251460,2
22,33,30,3.3,84,1,1,3325000,2
27,32,27,3.2,84,1,2,2916460,2
26,32,26,3.2,84,2,2,251460,2
25,31,28,3.2,84,1,2,2611460,2
25,33,25,3.3,84,1,3,3325000,2
22,29,24,3.3,84,2,1,3325000,2
23,32,29,3.3,84,1,3,251460,2
24,33,28,3.3,84,3,7,251460,2
27,32,26,3.3,84,4,3,3325000,2
23,33,27,3.1,84,2,2,3325000,2
22,31,28,3.2,84,2,2,3325000,2
23,31,30,3.1,84,1,1,251460,2
24,30,29,3.2,84,1,1,3921000,2
25,33,28,3.2,84,1,2,958960,2
26,35,26,3.1,84,1,3,251460,2
27,32,27,3.3,84,2,0,0,1
25,32,27,3.1,84,1,1,251460,1
25,33,27,3.2,84,1,1,4188000,1
26,29,27,3.3,84,1,3,2744460,1
22,28,27,3.3,84,1,1,3921000,1
22,29,24,3.4,84,1,2,2916460,1
25,34,26,3.1,84,1,2,3921000,1
23,33,29,3.2,84,1,1,3921000,1
26,30,28,3.4,84,1,1,251460,1
25,32,29,3.1,84,2,3,3921000,1
24,31,29,3.2,84,2,0,3427000,1
25,32,28,3.3,84,3,0,0,1
24,33,29,3.3,84,2,0,3261000,1
25,31,28,3.2,84,2,0,4023000,1
24,33,28,3.3,84,1,0,0,1
25,31,28,3.1,84,0,0,0,1
25,29,28,3.3,84,3,0,2087000,1
23,31,28,3.2,84,1,0,3427000,1
26,29,29,3.2,84,1,0,4023000,1
23,31,29,3.2,84,4,0,1863500,1
26,30,28,3.3,84,1,0,0,1
25,30,29,3.3,84,1,0,0,1
24,34,26,3.3,84,0,0,4023000,1
24,33,27,3.1,84,2,0,0,1
23,32,29,3.3,84,2,0,0,1
24,32,28,3.3,84,2,0,0,1
24,32,29,3.1,84,0,0,0,1
27,30,28,3.3,84,1,0,1100000,1
22,34,28,3.3,84,1,0,4023000,1
23,32,28,3.2,84,1,0,3427000,1
27,31,28,3.4,84,0,0,0,1
24,32,29,3.3,84,1,0,4023000,1
23,33,29,3.2,84,1,0,0,1
23,32,30,3.3,84,1,0,0,1
24,26,24,3.2,84,2,0,0,1
24,32,29,3.2,84,1,0,0,1
23,34,29,3.2,84,1,0,1466500,1
26,31,27,3.2,84,0,0,2650000,1
22,34,28,3.2,84,4,0,0,1
26,29,28,3.3,84,1,0,537500,1
25,32,27,3.2,84,0,0,0,1
25,32,25,3.3,84,2,0,0,1
24,32,29,3.3,84,0,0,0,1
23,34,27,3.2,84,0,0,0,1
24,33,28,3.2,84,0,0,0,1
14,12,18,3.3,84,0,0,0,1
24,32,29,3.3,84,2,0,0,1
25,32,28,3.2,84,0,0,0,1
18,33,28,3.1,84,1,3,251000,1
24,31,29,3.2,84,3,9,2916460,1
25,30,29,3.3,84,1,1,3921000,1
26,30,28,3.4,84,1,1,251460,1
24,34,28,3.1,84,1,1,2871460,1
25,31,29,3.2,84,1,0,1813500,1
26,30,28,3.2,84,1,0,3427000,1
26,32,29,3.2,84,1,0,0,1
25,32,28,3.3,84,0,0,0,1
26,29,28,3.2,84,0,0,0,1
20,27,24,3.1,84,3,5,551000,1
25,24,28,3.3,84,2,5,2916000,1
24,26,30,3.2,84,1,5,251000,1
25,24,29,3.3,84,2,3,2291000,1
21,29,29,3.1,84,2,4,251000,1
23,32,29,3.3,84,1,4,251000,1
24,33,26,3.3,84,1,3,3512000,1
19,29,27,3.1,84,3,4,251000,1
20,24,26,3.1,84,6,8,3512000,1
25,32,26,3.2,84,0,3,2291000,1
23,27,29,3.2,84,1,2,251000,1
24,26,30,3.3,84,1,3,251460,1
19,30,29,3.2,84,1,5,251460,1
25,27,29,3.3,84,1,3,858960,1
26,31,28,3.3,84,1,3,251460,1
19,29,29,3.2,84,1,1,2916460,1
27,28,29,3.3,84,1,3,2511460,1
27,30,29,3.3,84,3,1,251460,1
26,28,29,3,84,1,2,3534000,1
25,34,29,3.3,84,2,2,3121000,1
24,30,26,3.3,84,2,3,251460,1
27,28,30,3.1,84,1,2,2411460,1
25,30,29,3.2,84,2,2,251460,1
25,32,29,3.3,84,1,1,3717000,1
27,31,28,3.1,84,2,2,1491460,1
24,34,28,3.2,84,1,3,251460,1
23,31,28,3.2,84,1,3,3223000,1
25,31,28,3.1,84,2,3,1909500,1
23,30,29,3.2,84,1,4,251460,1
25,29,29,3,84,1,2,3819000,1
25,28,30,3.2,83,4,6,251460,2
24,31,30,3.2,83,3,5,3325000,2
24,30,29,3.2,83,2,5,251460,2
24,33,28,3.1,83,1,1,958960,2
22,31,28,3.2,83,1,3,2871460,2
23,30,29,3.2,83,1,1,251460,2
22,30,29,3.1,83,2,2,3325000,2
24,30,30,3.1,83,1,1,251460,2
23,31,29,3.1,83,1,1,251460,2
26,29,29,3.2,83,1,2,1662460,2
25,30,29,3.2,83,1,1,551460,2
25,33,28,3.2,83,3,2,251460,2
22,35,29,3.1,83,2,5,3921000,2
22,32,29,3.2,83,1,1,251460,2
23,32,29,3.2,83,4,3,2971460,2
23,30,29,3.2,83,2,1,958960,2
23,28,28,3.2,83,2,2,501460,2
23,23,23,3.2,83,2,0,251460,2
24,30,29,3.1,83,11,4,3325000,2
23,35,29,3.2,83,6,3,251460,2
23,29,23,3.1,83,6,1,251460,2
